maf	n	A_TP	A_FP	A_TN	A_FN	Ab_TP	Ab_FP	Ab_TN	Ab_FN	S_TP	S_FP	S_TN	S_FN	Sb_TP	Sb_FP	Sb_TN	Sb_FN
0	0	1	11411	584139	9	33	4908	590642	17	2	11399	584151	3	2	4908	590642	3
0	10	1	11411	584139	9	33	4908	590642	17	2	11398	584152	3	2	4909	590641	3
0	50	1	11411	584139	9	33	4908	590642	17	1	11399	584151	4	1	4908	590642	4
0	100	1	11411	584139	9	33	4908	590642	17	2	11400	584150	3	1	4911	590639	4
0	500	1	11411	584139	9	33	4908	590642	17	1	11399	584151	4	1	4908	590642	4
0	5000	1	11411	584139	9	33	4908	590642	17	1	11397	584153	4	1	4936	590614	4
0	10000	1	11411	584139	9	33	4908	590642	17	1	11408	584142	4	1	4941	590609	4
1	0	4	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4908	590642	0
1	10	4	11411	584139	9	33	4908	590642	17	5	11399	584151	0	4	4908	590642	1
1	50	4	11411	584139	9	33	4908	590642	17	5	11400	584150	0	4	4908	590642	1
1	100	4	11411	584139	9	33	4908	590642	17	5	11397	584153	0	4	4909	590641	1
1	500	4	11411	584139	9	33	4908	590642	17	4	11398	584152	1	3	4909	590641	2
1	5000	4	11411	584139	9	33	4908	590642	17	4	11405	584145	1	3	4931	590619	2
1	10000	4	11411	584139	9	33	4908	590642	17	4	11405	584145	1	3	4931	590619	2
2	0	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4908	590642	0
2	10	5	11411	584139	9	33	4908	590642	17	5	11400	584150	0	5	4908	590642	0
2	50	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4909	590641	0
2	100	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4908	590642	0
2	500	5	11411	584139	9	33	4908	590642	17	5	11397	584153	0	5	4914	590636	0
2	5000	5	11411	584139	9	33	4908	590642	17	5	11398	584152	0	5	4940	590610	0
2	10000	5	11411	584139	9	33	4908	590642	17	5	11402	584148	0	5	4944	590606	0
3	0	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4908	590642	0
3	10	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4908	590642	0
3	50	5	11411	584139	9	33	4908	590642	17	5	11397	584153	0	5	4909	590641	0
3	100	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4909	590641	0
3	500	5	11411	584139	9	33	4908	590642	17	5	11398	584152	0	5	4908	590642	0
3	5000	5	11411	584139	9	33	4908	590642	17	5	11404	584146	0	5	4931	590619	0
3	10000	5	11411	584139	9	33	4908	590642	17	5	11403	584147	0	5	4936	590614	0
4	0	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4908	590642	0
4	10	5	11411	584139	9	33	4908	590642	17	5	11400	584150	0	5	4908	590642	0
4	50	5	11411	584139	9	33	4908	590642	17	5	11397	584153	0	5	4909	590641	0
4	100	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4910	590640	0
4	500	5	11411	584139	9	33	4908	590642	17	5	11398	584152	0	5	4912	590638	0
4	5000	5	11411	584139	9	33	4908	590642	17	5	11397	584153	0	3	4925	590625	2
4	10000	5	11411	584139	9	33	4908	590642	17	5	11403	584147	0	3	4939	590611	2
5	0	3	11411	584139	9	33	4908	590642	17	4	11399	584151	1	3	4908	590642	2
5	10	3	11411	584139	9	33	4908	590642	17	3	11400	584150	2	3	4908	590642	2
5	50	3	11411	584139	9	33	4908	590642	17	3	11397	584153	2	3	4910	590640	2
5	100	3	11411	584139	9	33	4908	590642	17	3	11398	584152	2	3	4911	590639	2
5	500	3	11411	584139	9	33	4908	590642	17	3	11399	584151	2	3	4910	590640	2
5	5000	3	11411	584139	9	33	4908	590642	17	3	11405	584145	2	3	4927	590623	2
5	10000	3	11411	584139	9	33	4908	590642	17	3	11400	584150	2	3	4930	590620	2
6	0	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4908	590642	0
6	10	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4908	590642	0
6	50	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4908	590642	0
6	100	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4909	590641	0
6	500	5	11411	584139	9	33	4908	590642	17	5	11397	584153	0	5	4910	590640	0
6	5000	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	4	4921	590629	1
6	10000	5	11411	584139	9	33	4908	590642	17	5	11397	584153	0	4	4946	590604	1
7	0	4	11411	584139	9	33	4908	590642	17	4	11399	584151	1	4	4908	590642	1
7	10	4	11411	584139	9	33	4908	590642	17	4	11399	584151	1	4	4908	590642	1
7	50	4	11411	584139	9	33	4908	590642	17	4	11399	584151	1	4	4909	590641	1
7	100	4	11411	584139	9	33	4908	590642	17	4	11397	584153	1	4	4910	590640	1
7	500	4	11411	584139	9	33	4908	590642	17	4	11401	584149	1	4	4914	590636	1
7	5000	4	11411	584139	9	33	4908	590642	17	4	11397	584153	1	3	4937	590613	2
7	10000	4	11411	584139	9	33	4908	590642	17	4	11401	584149	1	3	4942	590608	2
8	0	4	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4908	590642	0
8	10	4	11411	584139	9	33	4908	590642	17	5	11399	584151	0	4	4908	590642	1
8	50	4	11411	584139	9	33	4908	590642	17	4	11397	584153	1	4	4908	590642	1
8	100	4	11411	584139	9	33	4908	590642	17	4	11402	584148	1	4	4908	590642	1
8	500	4	11411	584139	9	33	4908	590642	17	4	11399	584151	1	4	4912	590638	1
8	5000	4	11411	584139	9	33	4908	590642	17	4	11399	584151	1	4	4933	590617	1
8	10000	4	11411	584139	9	33	4908	590642	17	4	11405	584145	1	4	4942	590608	1
9	0	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4908	590642	0
9	10	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4908	590642	0
9	50	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4908	590642	0
9	100	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4911	590639	0
9	500	5	11411	584139	9	33	4908	590642	17	5	11397	584153	0	5	4911	590639	0
9	5000	5	11411	584139	9	33	4908	590642	17	5	11399	584151	0	5	4937	590613	0
9	10000	5	11411	584139	9	33	4908	590642	17	5	11404	584146	0	5	4935	590615	0
10	0	41	11411	584139	9	33	4908	590642	17	45	11399	584151	5	41	4908	590642	9
0	0	0	8012	587538	10	33	2834	592716	17	2	7998	587552	3	1	2834	592716	4
10	10	41	11411	584139	9	33	4908	590642	17	45	11399	584151	5	41	4908	590642	9
0	10	0	8012	587538	10	33	2834	592716	17	1	7998	587552	4	1	2834	592716	4
10	50	41	11411	584139	9	33	4908	590642	17	44	11401	584149	6	41	4908	590642	9
0	50	0	8012	587538	10	33	2834	592716	17	0	7998	587552	5	0	2835	592715	5
10	100	41	11411	584139	9	33	4908	590642	17	44	11403	584147	6	41	4909	590641	9
0	100	0	8012	587538	10	33	2834	592716	17	0	7998	587552	5	0	2834	592716	5
10	500	41	11411	584139	9	33	4908	590642	17	43	11403	584147	7	39	4910	590640	11
0	500	0	8012	587538	10	33	2834	592716	17	0	7998	587552	5	0	2837	592713	5
10	5000	40	11411	584139	9	33	4908	590642	17	42	11394	584156	9	37	4926	590624	14
10	10000	40	11411	584139	9	33	4908	590642	17	42	11417	584133	9	37	4938	590612	14
0	5000	0	8012	587538	10	33	2834	592716	17	0	8010	587540	5	0	2860	592690	5
0	10000	0	8012	587538	10	33	2834	592716	17	0	8003	587547	5	0	2863	592687	5
1	0	3	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
1	10	3	8012	587538	10	33	2834	592716	17	5	7998	587552	0	4	2834	592716	1
1	50	3	8012	587538	10	33	2834	592716	17	5	7999	587551	0	4	2835	592715	1
1	100	3	8012	587538	10	33	2834	592716	17	5	8000	587550	0	3	2837	592713	2
1	500	3	8012	587538	10	33	2834	592716	17	4	8002	587548	1	2	2838	592712	3
1	5000	3	8012	587538	10	33	2834	592716	17	4	7998	587552	1	2	2847	592703	3
1	10000	3	8012	587538	10	33	2834	592716	17	4	8006	587544	1	1	2856	592694	4
2	0	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
2	10	5	8012	587538	10	33	2834	592716	17	5	8000	587550	0	5	2837	592713	0
2	50	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
2	100	5	8012	587538	10	33	2834	592716	17	5	7999	587551	0	5	2834	592716	0
2	500	5	8012	587538	10	33	2834	592716	17	5	8002	587548	0	5	2843	592707	0
2	5000	5	8012	587538	10	33	2834	592716	17	5	8001	587549	0	4	2847	592703	1
2	10000	5	8012	587538	10	33	2834	592716	17	5	8005	587545	0	4	2862	592688	1
3	0	4	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
3	10	4	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
3	50	4	8012	587538	10	33	2834	592716	17	5	7998	587552	0	4	2834	592716	1
3	100	4	8012	587538	10	33	2834	592716	17	5	7999	587551	0	4	2835	592715	1
3	500	4	8012	587538	10	33	2834	592716	17	5	7998	587552	0	4	2840	592710	1
3	5000	4	8012	587538	10	33	2834	592716	17	4	8001	587549	1	4	2851	592699	1
3	10000	4	8012	587538	10	33	2834	592716	17	5	8012	587538	0	4	2869	592681	1
4	0	4	8012	587538	10	33	2834	592716	17	4	7998	587552	1	4	2834	592716	1
4	10	4	8012	587538	10	33	2834	592716	17	4	7998	587552	1	4	2834	592716	1
4	50	4	8012	587538	10	33	2834	592716	17	4	7998	587552	1	4	2834	592716	1
4	100	4	8012	587538	10	33	2834	592716	17	4	7999	587551	1	4	2834	592716	1
4	500	4	8012	587538	10	33	2834	592716	17	4	8000	587550	1	4	2840	592710	1
4	5000	4	8012	587538	10	33	2834	592716	17	4	8002	587548	1	3	2851	592699	2
4	10000	4	8012	587538	10	33	2834	592716	17	4	7999	587551	1	3	2862	592688	2
5	0	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
5	10	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
5	50	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2835	592715	0
5	100	5	8012	587538	10	33	2834	592716	17	5	8000	587550	0	5	2835	592715	0
5	500	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2839	592711	0
5	5000	5	8012	587538	10	33	2834	592716	17	5	8006	587544	0	5	2852	592698	0
5	10000	5	8012	587538	10	33	2834	592716	17	5	8013	587537	0	5	2859	592691	0
6	0	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
6	10	5	8012	587538	10	33	2834	592716	17	5	7999	587551	0	5	2836	592714	0
6	50	5	8012	587538	10	33	2834	592716	17	5	7999	587551	0	5	2834	592716	0
6	100	5	8012	587538	10	33	2834	592716	17	5	7999	587551	0	5	2835	592715	0
6	500	5	8012	587538	10	33	2834	592716	17	5	8002	587548	0	5	2838	592712	0
6	5000	5	8012	587538	10	33	2834	592716	17	5	8001	587549	0	5	2856	592694	0
6	10000	5	8012	587538	10	33	2834	592716	17	5	8003	587547	0	5	2874	592676	0
7	0	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
7	10	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
7	50	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
7	100	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2835	592715	0
7	500	5	8012	587538	10	33	2834	592716	17	5	8001	587549	0	5	2838	592712	0
7	5000	5	8012	587538	10	33	2834	592716	17	5	8013	587537	0	5	2851	592699	0
7	10000	5	8012	587538	10	33	2834	592716	17	5	7986	587564	0	5	2871	592679	0
8	0	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
8	10	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2835	592715	0
8	50	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
8	100	5	8012	587538	10	33	2834	592716	17	5	7998	587552	0	5	2834	592716	0
8	500	5	8012	587538	10	33	2834	592716	17	5	8001	587549	0	5	2838	592712	0
8	5000	5	8012	587538	10	33	2834	592716	17	5	8011	587539	0	5	2855	592695	0
8	10000	5	8012	587538	10	33	2834	592716	17	5	8008	587542	0	4	2855	592695	1
9	0	4	8012	587538	10	33	2834	592716	17	4	7998	587552	1	4	2834	592716	1
9	10	4	8012	587538	10	33	2834	592716	17	4	7998	587552	1	4	2834	592716	1
9	50	4	8012	587538	10	33	2834	592716	17	4	7999	587551	1	4	2834	592716	1
9	100	4	8012	587538	10	33	2834	592716	17	4	7998	587552	1	4	2834	592716	1
9	500	4	8012	587538	10	33	2834	592716	17	4	8000	587550	1	4	2840	592710	1
9	5000	4	8012	587538	10	33	2834	592716	17	4	8002	587548	1	4	2856	592694	1
9	10000	4	8012	587538	10	33	2834	592716	17	4	8014	587536	1	4	2863	592687	1
10	0	40	8012	587538	10	33	2834	592716	17	45	7998	587552	5	41	2834	592716	9
10	10	40	8012	587538	10	33	2834	592716	17	45	7998	587552	5	41	2834	592716	9
10	50	40	8012	587538	10	33	2834	592716	17	45	7999	587551	5	40	2834	592716	10
10	100	40	8012	587538	10	33	2834	592716	17	45	8001	587549	5	40	2836	592714	10
10	500	40	8012	587538	10	33	2834	592716	17	44	8003	587547	6	39	2838	592712	11
10	5000	40	8012	587538	10	33	2834	592716	17	42	8015	587535	8	37	2846	592704	13
10	10000	40	8012	587538	10	33	2834	592716	17	42	8004	587546	8	35	2863	592687	15
0	0	4	7666	587884	7	29	2827	592723	21	4	7660	587890	1	4	2827	592723	1
0	10	4	7666	587884	7	29	2827	592723	21	4	7659	587891	1	4	2829	592721	1
0	50	4	7666	587884	7	29	2827	592723	21	4	7658	587892	1	4	2829	592721	1
0	100	4	7666	587884	7	29	2827	592723	21	4	7662	587888	1	4	2828	592722	1
0	500	4	7666	587884	7	29	2827	592723	21	4	7660	587890	1	4	2830	592720	1
0	5000	4	7666	587884	7	29	2827	592723	21	4	7666	587884	1	3	2838	592712	2
0	10000	4	7666	587884	7	29	2827	592723	21	4	7684	587866	1	3	2843	592707	2
1	0	4	7666	587884	7	29	2827	592723	21	4	7660	587890	1	4	2827	592723	1
1	10	4	7666	587884	7	29	2827	592723	21	4	7660	587890	1	4	2827	592723	1
1	50	4	7666	587884	7	29	2827	592723	21	4	7659	587891	1	4	2827	592723	1
1	100	4	7666	587884	7	29	2827	592723	21	4	7660	587890	1	4	2828	592722	1
1	500	4	7666	587884	7	29	2827	592723	21	4	7663	587887	1	3	2830	592720	2
1	5000	4	7666	587884	7	29	2827	592723	21	4	7665	587885	1	3	2844	592706	2
1	10000	4	7666	587884	7	29	2827	592723	21	4	7661	587889	1	2	2850	592700	3
2	0	5	7666	587884	7	29	2827	592723	21	5	7660	587890	0	5	2827	592723	0
2	10	5	7666	587884	7	29	2827	592723	21	5	7660	587890	0	5	2827	592723	0
2	50	5	7666	587884	7	29	2827	592723	21	5	7664	587886	0	5	2827	592723	0
2	100	5	7666	587884	7	29	2827	592723	21	5	7662	587888	0	5	2827	592723	0
2	500	5	7666	587884	7	29	2827	592723	21	5	7660	587890	0	5	2828	592722	0
2	5000	5	7666	587884	7	29	2827	592723	21	5	7656	587894	0	4	2837	592713	1
2	10000	5	7666	587884	7	29	2827	592723	21	5	7662	587888	0	4	2859	592691	1
3	0	5	7666	587884	7	29	2827	592723	21	5	7660	587890	0	5	2827	592723	0
3	10	5	7666	587884	7	29	2827	592723	21	5	7664	587886	0	5	2829	592721	0
3	50	5	7666	587884	7	29	2827	592723	21	5	7660	587890	0	5	2827	592723	0
3	100	5	7666	587884	7	29	2827	592723	21	5	7661	587889	0	5	2828	592722	0
3	500	5	7666	587884	7	29	2827	592723	21	5	7662	587888	0	5	2830	592720	0
3	5000	5	7666	587884	7	29	2827	592723	21	5	7664	587886	0	5	2840	592710	0
3	10000	5	7666	587884	7	29	2827	592723	21	5	7662	587888	0	5	2853	592697	0
4	0	4	7666	587884	7	29	2827	592723	21	5	7660	587890	0	5	2827	592723	0
4	10	4	7666	587884	7	29	2827	592723	21	5	7660	587890	0	5	2827	592723	0
4	50	4	7666	587884	7	29	2827	592723	21	5	7659	587891	0	5	2828	592722	0
4	100	4	7666	587884	7	29	2827	592723	21	5	7660	587890	0	4	2829	592721	1
4	500	4	7666	587884	7	29	2827	592723	21	5	7659	587891	0	3	2832	592718	2
4	5000	4	7666	587884	7	29	2827	592723	21	5	7664	587886	0	2	2837	592713	3
4	10000	4	7666	587884	7	29	2827	592723	21	5	7667	587883	0	2	2843	592707	3
5	0	4	7666	587884	7	29	2827	592723	21	5	7660	587890	0	4	2827	592723	1
5	10	4	7666	587884	7	29	2827	592723	21	5	7662	587888	0	4	2827	592723	1
5	50	4	7666	587884	7	29	2827	592723	21	4	7658	587892	1	4	2828	592722	1
5	100	4	7666	587884	7	29	2827	592723	21	4	7659	587891	1	4	2828	592722	1
5	500	4	7666	587884	7	29	2827	592723	21	4	7658	587892	1	4	2827	592723	1
5	5000	4	7666	587884	7	29	2827	592723	21	4	7668	587882	1	4	2839	592711	1
5	10000	4	7666	587884	7	29	2827	592723	21	4	7663	587887	1	4	2852	592698	1
6	0	4	7666	587884	7	29	2827	592723	21	4	7660	587890	1	4	2827	592723	1
6	10	4	7666	587884	7	29	2827	592723	21	4	7660	587890	1	4	2827	592723	1
6	50	4	7666	587884	7	29	2827	592723	21	4	7658	587892	1	4	2827	592723	1
6	100	4	7666	587884	7	29	2827	592723	21	4	7661	587889	1	4	2828	592722	1
6	500	4	7666	587884	7	29	2827	592723	21	4	7660	587890	1	3	2830	592720	2
6	5000	4	7666	587884	7	29	2827	592723	21	4	7666	587884	1	3	2838	592712	2
6	10000	4	7666	587884	7	29	2827	592723	21	4	7660	587890	1	3	2851	592699	2
7	0	3	7666	587884	7	29	2827	592723	21	4	7660	587890	1	4	2827	592723	1
7	10	3	7666	587884	7	29	2827	592723	21	4	7660	587890	1	4	2827	592723	1
7	50	3	7666	587884	7	29	2827	592723	21	4	7659	587891	1	4	2828	592722	1
7	100	3	7666	587884	7	29	2827	592723	21	4	7660	587890	1	3	2828	592722	2
7	500	3	7666	587884	7	29	2827	592723	21	4	7660	587890	1	3	2828	592722	2
7	5000	3	7666	587884	7	29	2827	592723	21	4	7661	587889	1	3	2839	592711	2
7	10000	3	7666	587884	7	29	2827	592723	21	4	7662	587888	1	3	2847	592703	2
8	0	5	7666	587884	7	29	2827	592723	21	5	7660	587890	0	5	2827	592723	0
8	10	5	7666	587884	7	29	2827	592723	21	5	7659	587891	0	5	2829	592721	0
8	50	5	7666	587884	7	29	2827	592723	21	5	7659	587891	0	5	2828	592722	0
8	100	5	7666	587884	7	29	2827	592723	21	5	7661	587889	0	5	2829	592721	0
8	500	5	7666	587884	7	29	2827	592723	21	5	7659	587891	0	5	2828	592722	0
8	5000	5	7666	587884	7	29	2827	592723	21	5	7668	587882	0	5	2840	592710	0
8	10000	5	7666	587884	7	29	2827	592723	21	5	7661	587889	0	5	2851	592699	0
9	0	5	7666	587884	7	29	2827	592723	21	5	7660	587890	0	5	2827	592723	0
9	10	5	7666	587884	7	29	2827	592723	21	5	7660	587890	0	5	2827	592723	0
9	50	5	7666	587884	7	29	2827	592723	21	5	7661	587889	0	5	2827	592723	0
9	100	5	7666	587884	7	29	2827	592723	21	5	7660	587890	0	5	2828	592722	0
9	500	5	7666	587884	7	29	2827	592723	21	5	7665	587885	0	5	2829	592721	0
9	5000	5	7666	587884	7	29	2827	592723	21	5	7665	587885	0	5	2840	592710	0
9	10000	5	7666	587884	7	29	2827	592723	21	5	7666	587884	0	5	2849	592701	0
10	0	43	7666	587884	7	29	2827	592723	21	46	7660	587890	4	45	2827	592723	5
10	10	43	7666	587884	7	29	2827	592723	21	46	7660	587890	4	45	2827	592723	5
10	50	43	7666	587884	7	29	2827	592723	21	46	7664	587886	4	43	2827	592723	7
10	100	43	7666	587884	7	29	2827	592723	21	46	7660	587890	4	43	2828	592722	7
10	500	43	7666	587884	7	29	2827	592723	21	45	7670	587880	5	40	2827	592723	10
10	5000	43	7666	587884	7	29	2827	592723	21	45	7668	587882	5	37	2839	592711	13
10	10000	43	7666	587884	7	29	2827	592723	21	45	7681	587869	6	36	2852	592698	15
0	0	4	8122	587428	6	36	3227	592323	14	4	8109	587441	1	4	3227	592323	1
0	10	4	8122	587428	6	36	3227	592323	14	4	8110	587440	1	4	3229	592321	1
0	50	4	8122	587428	6	36	3227	592323	14	4	8109	587441	1	4	3229	592321	1
0	100	4	8122	587428	6	36	3227	592323	14	4	8109	587441	1	4	3228	592322	1
0	500	4	8122	587428	6	36	3227	592323	14	4	8108	587442	1	3	3233	592317	2
0	5000	4	8122	587428	6	36	3227	592323	14	4	8105	587445	1	3	3238	592312	2
0	10000	4	8122	587428	6	36	3227	592323	14	4	8111	587439	1	3	3256	592294	2
1	0	4	8122	587428	6	36	3227	592323	14	4	8109	587441	1	4	3227	592323	1
1	10	4	8122	587428	6	36	3227	592323	14	4	8111	587439	1	4	3227	592323	1
1	50	4	8122	587428	6	36	3227	592323	14	4	8109	587441	1	4	3228	592322	1
1	100	4	8122	587428	6	36	3227	592323	14	4	8110	587440	1	4	3228	592322	1
1	500	4	8122	587428	6	36	3227	592323	14	4	8111	587439	1	4	3229	592321	1
1	5000	4	8122	587428	6	36	3227	592323	14	4	8109	587441	1	4	3249	592301	1
1	10000	4	8122	587428	6	36	3227	592323	14	4	8107	587443	1	4	3259	592291	1
2	0	4	8122	587428	6	36	3227	592323	14	5	8109	587441	0	4	3227	592323	1
2	10	4	8122	587428	6	36	3227	592323	14	5	8109	587441	0	4	3227	592323	1
2	50	4	8122	587428	6	36	3227	592323	14	4	8111	587439	1	4	3227	592323	1
2	100	4	8122	587428	6	36	3227	592323	14	4	8109	587441	1	4	3227	592323	1
2	500	4	8122	587428	6	36	3227	592323	14	4	8109	587441	1	4	3229	592321	1
2	5000	4	8122	587428	6	36	3227	592323	14	4	8113	587437	1	4	3238	592312	1
2	10000	4	8122	587428	6	36	3227	592323	14	4	8102	587448	1	4	3249	592301	1
3	0	3	8122	587428	6	36	3227	592323	14	4	8109	587441	1	4	3227	592323	1
3	10	3	8122	587428	6	36	3227	592323	14	4	8109	587441	1	3	3227	592323	2
3	50	3	8122	587428	6	36	3227	592323	14	4	8110	587440	1	3	3227	592323	2
3	100	3	8122	587428	6	36	3227	592323	14	4	8111	587439	1	3	3229	592321	2
3	500	3	8122	587428	6	36	3227	592323	14	3	8110	587440	2	2	3229	592321	3
3	5000	3	8122	587428	6	36	3227	592323	14	3	8102	587448	2	2	3244	592306	3
3	10000	3	8122	587428	6	36	3227	592323	14	3	8111	587439	2	2	3254	592296	3
4	0	4	8122	587428	6	36	3227	592323	14	5	8109	587441	0	4	3227	592323	1
4	10	4	8122	587428	6	36	3227	592323	14	4	8109	587441	1	4	3227	592323	1
4	50	4	8122	587428	6	36	3227	592323	14	4	8109	587441	1	4	3227	592323	1
4	100	4	8122	587428	6	36	3227	592323	14	4	8107	587443	1	4	3228	592322	1
4	500	4	8122	587428	6	36	3227	592323	14	4	8103	587447	1	4	3234	592316	1
4	5000	4	8122	587428	6	36	3227	592323	14	4	8108	587442	1	4	3246	592304	1
4	10000	4	8122	587428	6	36	3227	592323	14	4	8105	587445	1	4	3256	592294	1
5	0	5	8122	587428	6	36	3227	592323	14	5	8109	587441	0	5	3227	592323	0
5	10	5	8122	587428	6	36	3227	592323	14	5	8110	587440	0	5	3227	592323	0
5	50	5	8122	587428	6	36	3227	592323	14	5	8108	587442	0	5	3227	592323	0
5	100	5	8122	587428	6	36	3227	592323	14	5	8109	587441	0	5	3229	592321	0
5	500	5	8122	587428	6	36	3227	592323	14	5	8108	587442	0	5	3229	592321	0
5	5000	5	8122	587428	6	36	3227	592323	14	5	8111	587439	0	5	3249	592301	0
5	10000	5	8122	587428	6	36	3227	592323	14	5	8106	587444	0	5	3254	592296	0
6	0	5	8122	587428	6	36	3227	592323	14	5	8109	587441	0	5	3227	592323	0
6	10	5	8122	587428	6	36	3227	592323	14	5	8108	587442	0	5	3228	592322	0
6	50	5	8122	587428	6	36	3227	592323	14	5	8108	587442	0	5	3229	592321	0
6	100	5	8122	587428	6	36	3227	592323	14	5	8110	587440	0	5	3228	592322	0
6	500	5	8122	587428	6	36	3227	592323	14	5	8106	587444	0	5	3233	592317	0
6	5000	5	8122	587428	6	36	3227	592323	14	5	8104	587446	0	4	3246	592304	1
6	10000	5	8122	587428	6	36	3227	592323	14	5	8108	587442	0	4	3261	592289	1
7	0	5	8122	587428	6	36	3227	592323	14	5	8109	587441	0	5	3227	592323	0
7	10	5	8122	587428	6	36	3227	592323	14	5	8109	587441	0	5	3227	592323	0
7	50	5	8122	587428	6	36	3227	592323	14	5	8109	587441	0	5	3228	592322	0
7	100	5	8122	587428	6	36	3227	592323	14	5	8109	587441	0	5	3229	592321	0
7	500	5	8122	587428	6	36	3227	592323	14	5	8108	587442	0	5	3229	592321	0
7	5000	5	8122	587428	6	36	3227	592323	14	5	8106	587444	0	5	3243	592307	0
7	10000	5	8122	587428	6	36	3227	592323	14	5	8110	587440	0	5	3262	592288	0
8	0	5	8122	587428	6	36	3227	592323	14	5	8109	587441	0	5	3227	592323	0
8	10	5	8122	587428	6	36	3227	592323	14	5	8109	587441	0	5	3228	592322	0
8	50	5	8122	587428	6	36	3227	592323	14	5	8109	587441	0	5	3227	592323	0
8	100	5	8122	587428	6	36	3227	592323	14	5	8104	587446	0	5	3231	592319	0
8	500	5	8122	587428	6	36	3227	592323	14	5	8108	587442	0	5	3232	592318	0
8	5000	5	8122	587428	6	36	3227	592323	14	5	8108	587442	0	4	3250	592300	1
8	10000	5	8122	587428	6	36	3227	592323	14	5	8117	587433	0	4	3253	592297	1
9	0	5	8122	587428	6	36	3227	592323	14	5	8109	587441	0	5	3227	592323	0
9	10	5	8122	587428	6	36	3227	592323	14	5	8108	587442	0	5	3228	592322	0
9	50	5	8122	587428	6	36	3227	592323	14	5	8109	587441	0	5	3227	592323	0
9	100	5	8122	587428	6	36	3227	592323	14	5	8109	587441	0	5	3230	592320	0
9	500	5	8122	587428	6	36	3227	592323	14	5	8113	587437	0	5	3229	592321	0
9	5000	5	8122	587428	6	36	3227	592323	14	5	8111	587439	0	5	3239	592311	0
9	10000	5	8122	587428	6	36	3227	592323	14	5	8117	587433	0	5	3251	592299	0
10	0	44	8122	587428	6	36	3227	592323	14	47	8109	587441	3	44	3227	592323	6
10	10	44	8122	587428	6	36	3227	592323	14	47	8109	587441	3	44	3227	592323	6
10	50	44	8122	587428	6	36	3227	592323	14	47	8110	587440	3	44	3227	592323	6
10	100	44	8122	587428	6	36	3227	592323	14	46	8110	587440	4	44	3229	592321	6
10	500	44	8122	587428	6	36	3227	592323	14	45	8110	587440	5	42	3234	592316	8
10	5000	43	8122	587428	6	36	3227	592323	14	45	8115	587435	6	41	3239	592311	10
10	10000	42	8122	587428	6	36	3227	592323	14	46	8121	587429	6	41	3260	592290	11
0	0	2	6069	589481	12	32	2616	592934	18	3	6059	589491	2	3	2616	592934	2
0	10	2	6069	589481	12	32	2616	592934	18	3	6059	589491	2	3	2616	592934	2
0	50	2	6069	589481	12	32	2616	592934	18	3	6058	589492	2	3	2616	592934	2
0	100	2	6069	589481	12	32	2616	592934	18	3	6059	589491	2	2	2617	592933	3
0	500	2	6069	589481	12	32	2616	592934	18	2	6061	589489	3	2	2617	592933	3
